Unnamed: 0,Borough,Borough/Citywide Office (B/CO),District,School,School Name_x,School Category,Program,Language,Language (Translated),General/Special Education,Special Education Model,fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,DBN,School Name_y,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,SUFFIX,POP100,GEOID_x,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME_x,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,mergeid,GEOID_y,NAME_y,total_estimate,white_nonhispanic_estimate,black_nonhispanic_estimate,native_nonhispanic_estimate,asian_nonhispanic_estimate,someother_nonhispanic_estimate,two_or_more_nonhispanic_estimate,hispanic_estimate,median_income_estimate,percent_white_nonhispanic_estimate,percent_black_nonhispanic_estimate,percent_native_nonhispanic_estimate,percent_asian_nonhispanic_estimate,percent_someother_nonhispanic_estimate,percent_two_or_more_nonhispanic_estimate,percent_hispanic_estimate
315.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2016-17,280.0,0.0,75.0,72.0,68.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.486,144.0,0.514,2.0,0.007,6.0,0.021,215.0,0.768,2.0,0.007,0.0,0.0,55.0,0.196,0.0,0.0,71.0,0.254,104.0,0.371,187,66.8%,61.6%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
316.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2017-18,351.0,0.0,71.0,78.0,75.0,66.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.496,177.0,0.504,2.0,0.006,6.0,0.017,273.0,0.778,3.0,0.009,0.0,0.0,67.0,0.191,0.0,0.0,94.0,0.268,114.0,0.325,245,69.8%,68.7%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
317.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2018-19,412.0,0.0,75.0,75.0,77.0,65.0,64.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.49,210.0,0.51,1.0,0.002,11.0,0.027,316.0,0.767,7.0,0.017,0.0,0.0,77.0,0.187,0.0,0.0,106.0,0.257,120.0,0.291,270,65.5%,66.2%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
318.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2019-20,415.0,0.0,66.0,76.0,72.0,77.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.492,211.0,0.508,2.0,0.005,9.0,0.022,314.0,0.757,11.0,0.027,0.0,0.0,79.0,0.19,0.0,0.0,101.0,0.243,124.0,0.299,271,65.3%,66.7%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
319.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2020-21,420.0,0.0,73.0,64.0,73.0,78.0,69.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.488,215.0,0.512,2.0,0.005,14.0,0.033,309.0,0.736,11.0,0.026,0.0,0.0,84.0,0.2,0.0,0.0,90.0,0.214,129.0,0.307,270,64.3%,61.3%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
320.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2016-17,280.0,0.0,75.0,72.0,68.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.486,144.0,0.514,2.0,0.007,6.0,0.021,215.0,0.768,2.0,0.007,0.0,0.0,55.0,0.196,0.0,0.0,71.0,0.254,104.0,0.371,187,66.8%,61.6%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
321.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2017-18,351.0,0.0,71.0,78.0,75.0,66.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.496,177.0,0.504,2.0,0.006,6.0,0.017,273.0,0.778,3.0,0.009,0.0,0.0,67.0,0.191,0.0,0.0,94.0,0.268,114.0,0.325,245,69.8%,68.7%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
322.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2018-19,412.0,0.0,75.0,75.0,77.0,65.0,64.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.49,210.0,0.51,1.0,0.002,11.0,0.027,316.0,0.767,7.0,0.017,0.0,0.0,77.0,0.187,0.0,0.0,106.0,0.257,120.0,0.291,270,65.5%,66.2%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
323.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2019-20,415.0,0.0,66.0,76.0,72.0,77.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.492,211.0,0.508,2.0,0.005,9.0,0.022,314.0,0.757,11.0,0.027,0.0,0.0,79.0,0.19,0.0,0.0,101.0,0.243,124.0,0.299,271,65.3%,66.7%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
324.0,Manhattan,Manhattan,6.0,06M103,Dos Puentes Elementary School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,2020.0,06M103,M103,Dos Puentes Elementary School,310600010103.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M103,Dos Puentes Elementary School,2020-21,420.0,0.0,73.0,64.0,73.0,78.0,69.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.488,215.0,0.512,2.0,0.005,14.0,0.033,309.0,0.736,11.0,0.026,0.0,0.0,84.0,0.2,0.0,0.0,90.0,0.214,129.0,0.307,270,64.3%,61.3%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
345.0,Manhattan,Manhattan,6.0,06M132,P.S. 132 Juan Pablo Duarte,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,2020.0,06M132,M132,P.S. 132 Juan Pablo Duarte,310600010132.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1905-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Wendy Poveda,I.A. Principal,212-927-7857,212-568-8163,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M132,P.S. 132 Juan Pablo Duarte,2016-17,376.0,0.0,42.0,43.0,47.0,61.0,86.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.465,201.0,0.535,1.0,0.003,4.0,0.011,367.0,0.976,1.0,0.003,1.0,0.003,2.0,0.005,0.0,0.0,90.0,0.239,182.0,0.484,283,75.3%,79.4%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
346.0,Manhattan,Manhattan,6.0,06M132,P.S. 132 Juan Pablo Duarte,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,2020.0,06M132,M132,P.S. 132 Juan Pablo Duarte,310600010132.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1905-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Wendy Poveda,I.A. Principal,212-927-7857,212-568-8163,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M132,P.S. 132 Juan Pablo Duarte,2017-18,305.0,0.0,38.0,43.0,49.0,49.0,58.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.472,161.0,0.528,0.0,0.0,7.0,0.023,295.0,0.967,1.0,0.003,1.0,0.003,1.0,0.003,0.0,0.0,76.0,0.249,155.0,0.508,267,87.5%,90.9%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
347.0,Manhattan,Manhattan,6.0,06M132,P.S. 132 Juan Pablo Duarte,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,2020.0,06M132,M132,P.S. 132 Juan Pablo Duarte,310600010132.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1905-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Wendy Poveda,I.A. Principal,212-927-7857,212-568-8163,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M132,P.S. 132 Juan Pablo Duarte,2018-19,247.0,0.0,21.0,34.0,36.0,56.0,48.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.453,135.0,0.547,0.0,0.0,5.0,0.02,238.0,0.964,0.0,0.0,0.0,0.0,4.0,0.016,0.0,0.0,67.0,0.271,113.0,0.457,218,88.3%,91.6%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
348.0,Manhattan,Manhattan,6.0,06M132,P.S. 132 Juan Pablo Duarte,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,2020.0,06M132,M132,P.S. 132 Juan Pablo Duarte,310600010132.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1905-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Wendy Poveda,I.A. Principal,212-927-7857,212-568-8163,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M132,P.S. 132 Juan Pablo Duarte,2019-20,205.0,0.0,16.0,23.0,29.0,43.0,53.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.463,110.0,0.537,0.0,0.0,6.0,0.029,195.0,0.951,0.0,0.0,0.0,0.0,4.0,0.02,0.0,0.0,55.0,0.268,90.0,0.439,181,88.3%,91.7%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
349.0,Manhattan,Manhattan,6.0,06M132,P.S. 132 Juan Pablo Duarte,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,2020.0,06M132,M132,P.S. 132 Juan Pablo Duarte,310600010132.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1905-07-01 00:00:00+00:00,Open,M132,185 WADSWORTH AVENUE,NY,1002519.0,249167.0,-73.933964,40.850561,112.0,10.0,27100.0,1021650026.0,MN35,Washington Heights North,Wendy Poveda,I.A. Principal,212-927-7857,212-568-8163,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M132,P.S. 132 Juan Pablo Duarte,2020-21,186.0,0.0,25.0,16.0,21.0,27.0,44.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.446,103.0,0.554,0.0,0.0,6.0,0.032,176.0,0.946,1.0,0.005,0.0,0.0,3.0,0.016,0.0,0.0,56.0,0.301,75.0,0.403,153,82.3%,87.9%,-2147483648.0,341.0,360610271002001.0,40.8504592,2001.0,0.0,36.0,2001.0,210701008620230.0,BK,40.8504592,S,Block 2001,3847343.0,027100,-73.9337022,2.0,9201.0,97.0,-73.9337022,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
515.0,Manhattan,Manhattan,6.0,06M528,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,2020.0,06M528,M528,I.S. 528 Bea Fuller Rodgers School,310600010528.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1925-07-01 00:00:00+00:00,Open,M528,180 WADSWORTH AVENUE,NY,1002322.0,249211.0,-73.934676,40.850683,112.0,10.0,27100.0,1021640032.0,MN35,Washington Heights North,CARLOS PICHARDO,Principal,212-740-4900,212-781-7302,6.0,6.0,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,112.0,34.0,06M528,I.S. 528 Bea Fuller Rodgers School,2016-17,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,77.0,61.0,0.0,0.0,0.0,0.0,112.0,0.563,87.0,0.437,2.0,0.01,4.0,0.02,192.0,0.965,0.0,0.0,0.0,0.0,1.0,0.005,0.0,0.0,38.0,0.191,45.0,0.226,Above 95%,Above 95%,80.6%,-2147483648.0,150.0,360610271003003.0,40.8509182,3003.0,0.0,36.0,3003.0,210701008620228.0,BK,40.8509182,S,Block 3003,3846752.0,027100,-73.9347852,3.0,6947.0,43.0,-73.9347852,G5040,L,U,061,36061027100.0,36061027100.0,"Census Tract 271, New York County, New York",8806.0,2970.0,179.0,0.0,256.0,0.0,0.0,5401.0,72596.0,0.3372700431523961,0.020327049738814443,0.0,0.029071087894617306,0.0,0.0,0.6133318192141721
